Has3,Aldh3a1,D19Wsu162e,Cacna1a,Etv1,,Manba
Hdac7,Aldh3a2,Daam2,Cacna1c,Etv6,,Map2k3
Hells,Aldh9a1,Dab2,Cacna2d3,Ext1,,Map2k6
Herc4,Aldoart2,Dcaf12,Cacnb2,Extl3,,Map3k5
Hes2,Alg14,Dclre1b,Caln1,F2rl1,,Map3k7
Hhla1,Alk,Dcp1a,Camk1d,Fam105a,,Map4k3
Hibch,Alkbh3,Dctn5,Camk2d,Fam107b,,Mapkbp1
Hirip3,Alox5,Dcun1d5,Camk2n1,Fam129a,,Mast4
Hist1h2al,Alpk2,Ddit3,Camta1,Fam168a,,Mat2b
Hist1h2bp,Alpl,Ddx10,Cap1,Fam3c,,Max
Hist1h3i,Alppl2,Ddx18,Capg,Fam50b,,Mbd2
Hjurp,Alyref2,Ddx19b,Capn5,Fam63a,,Mbnl1
Hmg20a,Amd2,Ddx21,Capn8,Fam65a,,Mcc
Hs3st3b1,Amfr,Ddx23,Capza3,Fam83f,,Mctp2
Hspd1,Amigo2,Ddx31,Capzb,Fam92b,,Med13l
Hspe1,Amph,Ddx39b,Casq1,Fam96a,,Mical2
Ifnar1,Amy2a5,Ddx46,Cbara1,Fanci,,Mos
Igf2bp1,Amz1,Ddx50,Cbfa2t3,Fasl,,Mrpl1
Ikbkb,Anapc10,Ddx55,Ccbe1,Fat1,,Mrto4
Il34,Anapc15-ps,Ddx56,Ccdc102a,Fblim1,,Msl3l2
Impact,Anapc7,Depdc1b,Ccdc109a,Fbxl17,,Msra
Ing4,Ank,Derl1,Ccdc111,Fbxo22,,Msx1
Ino80c,Ank1,Dhps,Ccdc121,Fbxo32,,Msx2
Ino80e,Ank2,Dhrs7b,Ccdc162,Fbxo8,,Mta3
Ints12,Ank3,Dhrs9,Ccdc33,Fbxw11,,Myh9
Ippk,Ankfn1,Dhx30,Ccdc85c,Fbxw2,,Mylip
Irf2bp2,Ankle2,Dhx33,Ccdc88b,Fbxw7,,Myo16
Ist1,Ankrd1,Dhx38,Ccdc97,Fermt2,,Myo1b
Isx,Ankrd10,Dlat,Ccl1,Fgf1,,Myo1e
Isy1,Ankrd28,Dlst,Ccl2,Fgf15,,Nacc2
Itga3,Ankrd33b,Dnajb12,Ccl20,Fgf2,,Ncald
Itgav,Ankrd36,Dnajc17,Ccl8,Fgf9,,Ncam1
Itpk1,Ankrd44,Dnajc18,Ccnc,Fgfbp1,,Nck2
Itpk1,Ankrd45,Dnajc24,Ccrn4l,Fgfr1,,Ncor2
Jam2,Ankrd50,Dnajc30,Cd28,Fhad1,,Ndfip1
Jarid2,Ankrd55,Dnm1l,Cd300c,Fig4,,Nedd4
Jhdm1d,Ankrd6,Dnm2,Cd9,Flnb,,Nell1
Jmjd6,Anks1,Dnmt1,Cd97,Flrt3,,Nfatc2
Kat7,Anks1b,Dock4,Cda,Fnbp1,,Nfib
Kbtbd4,Anln,Dph3,Cdc45,Fos,,Ngly1
Kcnab3,Ano2,Dpm1,Cdc5l,Foxj2,,Nhsl1
Kcnu1,Ano4,Dpm2,Cdc7,Foxk1,,Nr1d1
Kctd18,Ano8,Dpp8,Cdcp1,Foxp1,,Nr5a2
Kctd5,Anpep,Dpy19l3,Cdh13,Frg1,,Nrg1
Kdm1a,Antxr2,Dscr3,Cdh3,Frmd4a,,Nrp1
Khdrbs1,Anxa2,Dtwd1,Cdh5,Fto,,Ntm
Kif9,Anxa5,Dtymk,Cdk13,Fubp3,,Nudt4
Kifc3,Anxa6,Dus3l,Cdk15,Fyb,,Ofcc1
Kin,Anxa9,Dusp11,Cdk17,Fyn,,Oit1
Klf2,Aoah,Dync1i1,Cdk3-ps,Fzd7,,Olfr750
Klf7,Aox3l1,Dync1i2,Cdk6,Gabpb1,,Opa1
Klhl18,Ap1s1,Ecd,Cdkn1a,Gabpb2,,Osbpl3
Krr1,Ap2b1,Edc4,Cdkn2aipnl,Gadd45g,,Osmr
Kxd1,Ap3b1,Eef1b2,Cdkn3,Galnt10,,Otud7a
L3mbtl2,Ap3s1,Ehd3,Cdon,Gap43,,Oxr1
Lemd3,Ap3s2,Ehmt1,Cep152,Gar1,,P4ha1
Leprotl1,Apaf1,Eif1ad,Cep250,Gata6,,Palld
Lhx1,Apba3,Eif2a,Cflar,Gclc,,Pappa
Lig4,Apc,Eif2b1,Chd3,Gcnt4,,Pard3
Llph,Apc2,Eif3c,Chd5,Ggnbp1,,Parvb
Lnpep,Apln,Eif3d,Chd9,Ggta1,,Pcdh1
Lpp,Apoa2,Eif3f,Chit1,Ghr,,Pde4d
Lrrc2,Apod,Eif3i,Chn2,Gja1,,Pdgfa
Lrrc46,Apol7a,Eif4a2,Chst1,Gli2,,Pdzrn3
Lrrn2,Apon,Eif4e2,Chst11,Glrp1,,Pecr
Lrwd1,Appl2,Elf2,Cirbp,Glt28d2,,Pgrmc2
Lsm1,Arap3,Emg1,Clca5,Gltp,,Phf20
Lsm2,Arfgef1,Eml6,Clcn1,Gm12216,,Phf21a
Lsm7,Arg1,Emp3,Cldn1,Gm13011,,Phlda1
Lyl1,Arglu1,Ep400,Cldn11,Gm5148,,Pim1
Lyrm2,Arhgap21,Epdr1,Cldn23,Gm5506,,Pkd1l2
Magi2,Arhgap26,Ercc1,Clec10a,Gm9897,,Pkp4
Mak16,Arhgap27,Ercc4,Clic5,Gna12,,Plau
Malsu1,Arhgap29,Ergic3,Clip1,Gnai3,,Plcl1
Map1s,Arhgap32,Eri1,Clnk,Gnb2l1,,Plekhb2
Map1s,Arhgap42,Erich1,Clstn2,Gne,,Plxna1
Mapk1ip1l,Arhgef1,Erlin2,Cmah,Gng2,,Pmp22
11-Mar,Arhgef10l,Esyt2,Cmklr1,Golim4,,Poc1b
Mark2,Arhgef18,Etohd2,Cmtm6,Gorasp2,,Pomc
Mbtps2,Arhgef19,Exoc2,Cnksr3,Gpaa1,,Ppm1e
Med18,Arhgef2,Exoc3,Cntnap5a,Gpatch8,,Ppm1l
Med25,Arhgef28,Exosc1,Col14a1,Gpc6,,Ppp1r9a
Med7,Arhgef3,Exosc3,Col15a1,Gpd2,,Ppp2r4
Med8,Arhgef7,Fam110a,Col16a1,Gpr124,,Prickle1
Mettl25,Arid1a,Fam113a,Col18a1,Gpr84,,Prickle2
Mettl6,Arid1b,Fam120b,Col19a1,Gprc5a,,Prkag2
Mga,Arid4a,Fam168a,Col1a1,Gramd3,,Prkce
Micall1,Arid4b,Fam175a,Col27a1,Gramd4,,Prkd1
Mkx,Arid5b,Fam203a,Col4a1,Grasp,,Psat1
Mlec,Arl13a,Fam3c,Col5a1,Grcc10,,Psmd7
Mll1,Arl14ep,Fam63a,Col5a3,Grip1,,Pstpip1
Mllt6,Arl14epl,Fam82b,Col6a3,Gstt2,,Ptges
Mmgt2,Arl3,Fam96a,Copb1,Gtf2f2,,Ptgs1
Mms19,Arl4c,Fanci,Cops7b,Gtf3c5,,Ptk2
Mob2,Arl4d,Fap,Cops8,H13,,Ptma
Mob4,Arl5b,Farsa,Coro2b,H2-Q10,,Ptp4a2
Mocs3,Arl6,Fbf1,Cotl1,Haao,,Ptpn12
Mon1b,Arl6ip4,Fbxl19,Cpn2,Hadh,,Ptpn13
Morc3,Armc1,Fbxo22,Crabp1,Hand1,,Ptpn22
Morn1,Armc2,Fbxo8,Creb3l1,Hbegf,,Ptpn3
Mrpl10,Arntl,Fbxw2,Creb3l2,Hdac7,,Ptprg
Mrpl37,Arpp21,Fbxw7,Creb5,Heatr6,,Ptprn2
Mrpl4,Arrdc2,Fbxw8,Crhbp,Hecw2,,Ptrf
Mrpl41,Arrdc3,Fcf1,Crim1,Hes1,,Pvrl1
Mrps18b,Arrdc4,Fcrlb,Crlf2,Hirip3,,Pvrl3
Mrps23,Arsj,Fdxr,Cs,Hmg20a,,Rab17
Mta2,Arxes2,Fgf15,Csda,Hmga2,,Rab4a
Mtmr12,Asah2,Fkbp15,Csf1,Hnrpll,,Rac2
Mttp,Asap1,Fkbp1a,Csf2,Hpgd,,Rap1gap2
Mtx2,Asap2,Flrt3,Csnk1a1,Hps5,,Rasa2
Mvp,Asb4,Foxred2,Cspg4,Hs3st5,,Rassf2
Mybl2,Ascc1,Fpgt,Ctdspl,Hs6st1,,Rbfox1
Mycn,Asf1a,Frg1,Ctgf,Hspa4,,Rbl1
Myo19,Asgr1,Frmd4a,Ctif,Hspa9,,Rbm20
Myo5a,Asgr2,Fubp3,Ctnnd1,Hspe1,,Rbms3
Myrf,Asic2,Gabpb1,Ctso,Htr1f,,Rbpj
Mzf1,Asns,Gabpb2,Cttn,Htra3,,Rbpms
N4bp1,Asph,Galm,Cttnbp2nl,Hus1,,Reep3
Naf1,Astn2,Galnt10,Cubn,Ier2,,Rell1
Nanog,Atad2b,Gan,Cuedc1,Ifnar1,,Rgl1
Nanos1,Atad5,Gar1,Cux1,Ifng,,Rgs3
Nat10,Atf1,Gas2,Cwh43,Ifrd2,,Ripk2
Ndufa9,Atf3,Gfm1,Cxadr,Igf1r,,Rnf152
Ndufaf1,Atf6,Gfpt1,Cxcl12,Igf2bp2,,Rnf182
Ndufb5,Atf7ip,Gjb5,Cxcl14,Il15,,Robo1
Ndufs3,Atg10,Gle1,Cxcl5,Il17rd,,Rora
Nf1,Atg4c,Gli3,Cxcr4,Il1rap,,Rpap3
Nfe2l2,Atg5,Glt28d2,Cxcr7,Il33,,Rpl14
Nip7,Atl2,Glt8d2,Cxxc4,Immp2l,,Rpn1
Nlrc4,Atoh1,Gm10433,Cxxc5,Inhbb,,Rps24
Nlrp10,Atoh7,Gm14005,Cyb5b,Ino80c,,Rps6ka1
Nmd3,Atp10a,Gm16023,Cyfip2,Ino80d,,Rptor
Nme1,Atp11b,Gm16119,Cyp7b1,Inpp5f,,Rtkn2
Noc3l,Atp11c,Gm16532,D0H4S114,Insig1,,Rufy1
Nom1,Atp13a4,Gm17762,D15Ertd621e,Ints12,,Runx1
Nosip,Atp13a5,Gm17769,D17Wsu92e,Ipo8,,Rybp
Npepps,Atp1a1,Gm19619,D19Bwg1357e,Ippk,,S100a10
Nrd1,Atp1b1,Gm4532,D330050G23Rik,Iqck,,Scd2
Nrp2,Atp1b3,Gm5129,D3Bwg0562e,Iqgap1,,Schip1
Nsl1,Atp2a2,Gm5595,D5Ertd579e,Irak2,,Sema6d
Nt5c2,Atp2b1,Gm6225,D630045J12Rik,Irf1,,Sema7a
Ntmt1,Atp2c1,Gm6634,D6Mm5e,Irf2bp2,,Serpinh1
Ntn1,Atp5j,Gm7008,D7Ertd443e,Irs2,,Setbp1
Nub1,Atp5l-ps1,Gmfb,Dab2,Irx3,,Sf3b3
Nub1,Atp5o,Gnai3,Dact1,Isy1,,Sgms1
Nub1,Atp6ap1l,Gnb2,Dbc1,Itgav,,Sh3bgrl2
Nucks1,Atp6v0a1,Gnb2l1,Dcaf5,Itgb5,,Sh3bp4
Nudt17,Atp6v0a2,Gne,Dcbld2,Itgb6,,Sh3pxd2a
Nufip2,Atp6v1c1,Gnl2,Dchs1,Jak1,,Sh3pxd2b
Nup133,Atp6v1g3,Gnpat,Dcun1d3,Jam2,,Sh3rf1
Oas2,Atp8a1,Golga7,Ddah1,Jdp2,,Shank2
Ogt,Atp8a2,Golim4,Ddc,Jmjd4,,Shb
Orc4,Atp8b2,Gon4l,Def6,Jmjd6,,Shq1
Osbpl2,Atp8b4,Gorasp1,Dfna5,Jun,,Sik2
Otud7b,Atp8b5,Gorasp2,Dgkd,Kalrn,,Sipa1l3
Oxnad1,Atp9a,Got2,Dhcr7,Kazn,,Skap1
P4hb,Atp9b,Gpaa1,Dhrs3,Kbtbd8,,Slc10a7
Pacrgl,Atpif1,Gpank1,Dip2a,Kcna5,,Slc14a2
Pan3,Atxn1,Gpatch8,Disc1,Kcnb1,,Slc20a2
Panx1,Atxn1l,Gpd2,Dkk2,Kcnip4,,Slc24a2
Parn,Atxn7,Gpr137b,Dlg1,Kcnj2,,Slc24a5
Pcsk7,Atxn7l1,Grcc10,Dlgap1,Kcnk2,,Slc25a13
Pdf,Auts2,Grpel1,Dlgap2,Kdm5a,,Slc25a26
Pdhb,Axin2,Gstt2,Dlk1,Khdrbs1,,Slc39a11
Pdrg1,Azi2,Gt(ROSA)26Sor,Dlx2,Kif26b,,Slc7a14
Pdss1,B130024G19Rik,Gtf2a1,Dlx6os1,Kirrel,,Slc8a1
Pef1,B230217C12Rik,Gtf2b,Dnahc2,Kirrel3,,Slit3
Pelp1,B3galnt1,Gtf2f2,Dnahc7b,Kitl,,Smoc2
Per2,B3gnt2,Gtf3c2,Dnahc8,Klf12,,Smtn
Pfdn1,B3gnt7,Gtpbp2,Dnajb12,Klf13,,Smyd3
Pfkm,B4galnt2,Gtpbp6,Dnajb6,Klf4,,Snai1
Pgap3,B4galt1,Gusb,Dnajc5b,Klhdc8a,,Sncg
Phc1,B4galt5,Gzme,Dner,Klhl18,,Snrnp48
Phf7,B4galt6,H13,Dnm3,Klhl29,,Snx18
Phip,B530045E10Rik,H2-Q10,Dock1,Kpna2,,Socs2
Pih1d2,B9d1,H2afv,Dock3,Ktn1,,Socs3
Pik3ca,BC003331,Habp2,Dock5,Lactb,,Sod3
Pik3r2,BC016423,Hadh,Dock8,Lamc1,,Sorl1
Pip4k2c,BC018507,Haus6,Dok5,Larp7,,Sox9
Plaur,BC025920,Herpud2,Dopey2,Lbr,,Sp4
Plekhg3,BC026590,Hes1,Dpf1,Lclat1,,Sp7
Pmpca,BC027231,Hhat,Dpt,Lef1,,Spats2l
Pofut2,BC030336,Hinfp,Drd1a,Lgi2,,Spesp1
Polm,BC030500,Hirip3,Dsc1,Lhfpl2,,Spink2
Polr2c,BC043934,Hist1h4i,Dse,Lhx4,,Spry4
Polr3a,BC051665,Hk1,Dusp11,Lifr,,St5
Pomp,BC052040,Hmg20a,Dusp5,Lmbr1,,St6gal1
Porcn,BC067074,Hnrnpa2b1,Dusp6,Lmcd1,,Sulf1
Pou2f1,BC096441,Hnrnpab,Dynlrb1,Lnpep,,Susd1
Pou5f1,BC107364,Hnrnpf,Dyrk1a,Loxl1,,Syn3
Pou5f1,Baalc,Hnrnph2,Dysf,Lpin1,,Syne1
Ppap2a,Bach1,Hnrnpul1,E030025P04Rik,Lpp,,Syt9
Pphln1,Bach2,Hnrnpul2,E130304I02Rik,Lrig1,,Tanc1
Ppif,Bag2,Hnrpll,E230029C05Rik,Lrrc28,,Tbc1d1
Ppp1r9b,Bag3,Hps5,E2f7,Lrrc8c,,Tbc1d9
Ppp2cb,Bag6,Hscb,Eaf1,Lrrc8d,,Tbl1xr1
Ppp2r2b,Bahcc1,Hspa14,Eapp,Lrrfip1,,Tbx18
Ppy,Bai1,Hspa1a,Ebf1,Lrrk2,,Tbx4
Pradc1,Bai2,Hspa9,Ece1,Lsm2,,Tcerg1l
Prdx5,Bambi,Hspbap1,Eci2,Lta4h,,Tcf4
Prepl,Banf2,Hspe1,Edem1,Lypd6b,,Tead1
Prkab1,Barhl2,Hus1,Ednra,Lyrm2,,Tec
Prkcsh,Barx2,Ict1,Eea1,Maf,,Tgfb2
Prmt6,Baz2b,Idh3b,Eef1e1,Magi1,,Tgif1
Prorsd1,Bbc3,Ier2,Eef1g,Magi2,,Tha1
Prpf31,Bbs2,Ifnar1,Eefsec,Malt1,,Thbs2
Prpsap1,Bbs9,Ifrd1,Efhc1,Maml3,,Thy1
Psen1,Bbx,Ifrd2,Efna5,Manba,,Tle1
Psma6,Bcan,Il3ra,Efnb2,Map2k3,,Tle3
Psmc1,Bcap29,Ino80c,Egflam,Map2k6,,Tle4
Psmc2,Bcar1,Ints12,Egln3,Map3k5,,Tll1
Psmd12,Bcar3,Invs,Eif2c2,Map3k7,,Tln2
Ptpn11,Bcas1,Ipo8,Eif3h,Map4k3,,Tmbim1
Ptpn6,Bcas2,Ippk,Elavl1,Mapkap1,,Tmem135
Ptrh2,Bcat1,Iqce,Ell2,Mapkbp1,,Tmem161b
Pusl1,Bcat2,Isy1,Eln,Mast4,,Tmem212
Rab11a,Bcl2l1,Itfg1,Emid2,Mat2b,,Tmem229b
Rab2b,Bcl2l11,Itfg2,Eml1,Max,,Tmpo
Rabif,Bcl2l15,Itgb3bp,Eml6,Mbd2,,Tnik
Rac1,Bcl3,Itpr2,En1,Mbnl1,,Tnk2
Rad1,Bcl6,Itpripl2,Enc1,Mcc,,Tnks
Ralgapb,Bcl7a,Ivns1abp,Enpp2,Mcl1,,Tns1
Ranbp1,Bcl7b,Jmjd6,Enpp3,Mctp2,,Tns3
Raph1,Bcl7c,Jph2,Entpd1,Med13l,,Tns4
Rbm27,Bcr,Jun,Epb4.1l1,Med18,,Tomm20
Rbm7,Bdh1,Junb,Epb4.1l2,Med7,,Tox
Reps1,Bdkrb2,Kbtbd8,Epha2,Mef2a,,Tox3
Rer1,Bend5,Kctd11,Ephb2,Meis2,,Tpm1
Rest,Bend6,Kctd17,Ephb3,Mga,,Trib2
Rfesd,Best3,Kdelc1,Epn2,Mical2,,Trim24
Rft1,Bex6,Kdm3a,Eps8,Mis18bp1,,Trio
Rfwd2,Bfar,Kdm5a,Eps8l3,Mkl2,,Trps1
Rfxank,Bhlhb9,Khdrbs1,Epsti1,Morn1,,Tshz2
Rhod,Bhlhe23,Klf16,Erbb4,Mos,,Tspan9
Rif1,Bicc1,Klhl18,Erc2,Mrpl1,,Ttll11
Rif1,Bin1,Klhl20,Ereg,Mrpl12,,Ttll7
Rmnd1,Birc6,LOC100302626,Erg,Mrpl39,,Tulp4
Rnase4,Bmp6,LOC668917,Ergic1,Mrpl4,,Uaca
Rnaseh2b,Bmp7,Large,Eri1,Mrpl41,,Ubash3b
Rnf135,Bmper,Larp7,Ermp1,Mrpl47,,Ubtd1
Rnf168,Bmpr2,Lars,Erp27,Mrps18b,,Ubxn2b
Rnps1,Bnc2,Lcorl,Errfi1,Mrps23,,Ubxn8
Robo4,Boc,Ldha,Espn,Mrps31,,Utrn
Rpap1,Bola3,Leng9,Ets1,Mrto4,,Vcl
Rpl13,Bpgm,Lias,Ets2,Msh2,,Vps8
Rpl26,Bptf,Lin37,Etv1,Msl3l2,,Vti1a
Rpl27,Brd1,Lmbr1,Etv6,Msra,,Wac
Rpl28,Brd3,Lmbrd1,Exoc2,Msx1,,Wdr5
Rpl29,Brd7,Lmna,Ext1,Msx2,,Wsb1
Rpl37,Bre,Lnpep,Extl3,Mta3,,Zc3h12a
Rpl39l,Brip1,Lonp1,F2rl1,Mtbp,,Zeb2
Rpl7l1,Brpf3,Lphn2,Fadd,Mterfd1,,Zfand3
Rps14,Bst1,Lpin3,Fam105a,Mtf2,,Zfp217
Rps15,Bst2,Lrrc57,Fam107b,Mtx2,,Zfp36l2
Rps17,Btaf1,Lrrc59,Fam125b,Mycn,,Zfp518a
Rps18,Btbd10,Lrrc8d,Fam129a,Myh9,,Zfp532
Rps5,Btbd19,Lrrfip1,Fam176a,Myl12a,,Zfp536
Rps7,Btbd3,Lsm10,Fam179b,Mylip,,Zfp608
Rpsa,Btbd9,Lsm2,Fam181a,Myo16,,Zfp703
Rraga,Btd,Lss,Fam189a1,Myo1b,,Zfp90
Rsl1d1,Btnl2,Lta4h,Fam198b,Myo1e,,Zfpm2
Rspry1,Btrc,Ltbp1,Fam19a1,N4bp1,,Zhx2
Rwdd1,Bves,Ltbp3,Fam38b,Nacc2,,Zmiz1
S1pr2,Bysl,Ltn1,Fam3c,Nat10,,Zswim6
Sars,C030037F17Rik,Lyrm2,Fam50b,Ncald,,
Sbno2,C130026L21Rik,M6pr,Fam65a,Ncam1,,
Scd1,C130060K24Rik,Magi2,Fam69c,Nck2,,
Sco1,C1d,Magoh,Fam71a,Ncor2,,
Sdccag3,C1galt1,Malat1,Fam83f,Ndfip1,,
Sdhaf2,C1qtnf3,Mapkap1,Fam92b,Ndufa13,,
Sec14l1,C230052I12Rik,Mapkbp1,Farp1,Ndufa9,,
Sec24a,C2cd2,Mast4,Fasl,Ndufaf1,,
Secisbp2,C2cd5,Mchr1,Fastkd2,Ndufb3,,
Senp1,C330005M16Rik,Mcl1,Fat1,Ndufs3,,
Setd5,C330007P06Rik,Mcm7,Fat4,Nedd4,,
Setd5,C530025M09Rik,Mcpt8,Fblim1,Nell1,,
Setdb1,C77370,Mdc1,Fbln1,Nfatc2,,
Setx,C87436,Mecom,Fbln2,Nfib,,
Sf3a3,C8b,Med17,Fbn1,Ngly1,,
Sf3b2,CN725425,Med18,Fbn2,Nhsl1,,
Sfi1,Cab39,Med4,Fbxl17,Nip7,,
Sfswap,Cables1,Med7,Fbxo21,Nme1,,
Sgpl1,Cabp7,Mef2a,Fbxo28,Noc3l,,
Shc1,Cabyr,Meis2,Fbxo32,Nolc1,,
Slc12a2,Cacna1b,Men1,Fbxw11,Nosip,,
Slc12a4,Cacnb2,Mettl10,Fermt2,Nr1d1,,
Slc12a4,Cacng7,Mettl17,Fert2,Nr5a2,,
Slc15a1,Cacng8,Mettl3,Fez2,Nrd1,,
Slc15a4,Cadm1,Mettl4,Fgf1,Nrg1,,
Slc25a15,Calcb,Mga,Fgf2,Nrp1,,
Slc25a16,Calcoco1,Mgat1,Fgf9,Nsl1,,
Slc33a1,Calcrl,Mical1,Fgfbp1,Ntm,,
Slc39a14,Cald1,Mink1,Fgfr1,Nudcd3,,
Slc39a4,Calm1,Mir1945,Fgfr2,Nudt4,,
Slc39a9,Calm2,Mis12,Fggy,Nudt5,,
Slc44a1,Calm4,Mis18bp1,Fhad1,Nudt6,,
Slc52a3,Camk1d,Mitd1,Fhl3,Nufip1,,
Slc5a1,Camk1g,Mkks,Fhod3,Nufip2,,
Slc6a6,Camk2b,Mkl2,Fig4,Nup133,,
Slc7a7,Camk2d,Mmachc,Fkbpl,Nup54,,
Slc9a8,Camta1,Mnt,Fli1,Obsl1,,
Smcr7,Cand1,Mogat1,Flnb,Ofcc1,,
Snrnp200,Cand2,Morf4l2,Fmnl3,Ogfod1,,
Snx11,Cap1,Morn1,Fmo9,Oit1,,
Snx11,Capg,Mphosph10,Fnbp1,Olfr750,,
Soga3,Capn11,Mpzl3,Fos,Opa1,,
Sord,Capn8,Mrc2,Fosb,Orc5,,
Sox15,Caps2,Mrpl1,Fosl1,Osbpl3,,
Sox30,Capza2,Mrpl11,Foxd1,Osmr,,
Spag9,Capza3,Mrpl12,Foxf1a,Otud7a,,
Spata17,Capzb,Mrpl18,Foxj2,Oxa1l,,
Sphk2,Car10,Mrpl2,Foxk1,Oxr1,,
Spns1,Car2,Mrpl34,Foxl1,P4ha1,,
Spred1,Car7,Mrpl39,Foxn1,Palld,,
Spred1,Car8,Mrpl4,Foxo3,Pappa,,
Spred2,Car9,Mrpl41,Foxp1,Pard3,,
Spry2,Carkd,Mrpl43,Foxs1,Parva,,
Sptlc2,Cars2,Mrpl47,Fpgt,Parvb,,
Spty2d1,Casd1,Mrpl52,Frmd4a,Pcdh1,,
Srp19,Casq1,Mrps18b,Fth1,Pde4d,,
Ssbp1,Casr,Mrps18c,Fto,Pdgfa,,
Ssbp4,Casz1,Mrps23,Fyb,Pdrg1,,
St3gal2,Cblc,Mrps31,Fyn,Pdss2,,
St3gal4,Cbln4,Mrps33,Fzd7,Pdzrn3,,
Stam2,Cbr4,Mrps35,G730013B05Rik,Pecr,,
Stk11ip,Cbx3,Msh2,Gabrb3,Peli1,,
Stk16,Ccar1,Msra,Gadd45g,Per2,,
Stk24,Ccbe1,Msto1,Galk2,Pex12,,
Stk31,Ccdc11,Mtap6,Galnt12,Pfdn1,,
Stk35,Ccdc110,Mtap9,Galnt3,Pfkm,,
Stk38,Ccdc115,Mtbp,Gap43,Pgrmc2,,
Stk4,Ccdc124,Mterfd1,Gas2,Phax,,
Stmn1,Ccdc129,Mtf2,Gas7,Phf20,,
Stmn2,Ccdc130,Mthfr,Gata6,Phf21a,,
Sulf2,Ccdc135,Mtif2,Gclc,Phlda1,,
Sumo1,Ccdc138,Mtmr4,Gcnt4,Pigm,,
Sumo3,Ccdc14,Mtpn,Gcom1,Pim1,,
Supt4a,Ccdc141,Myeov2,Gdf7,Pkd1l2,,
Supt6,Ccdc149,Myg1,Gfra4,Pkp4,,
Surf6,Ccdc152,Myl12a,Ggnbp1,Plau,,
Syncrip,Ccdc160,Myl12b,Ggta1,Plcl1,,
Sypl2,Ccdc170,Myl6b,Ghr,Pld1,,
Szt2,Ccdc172,N4bp2l2,Gja1,Plekhb2,,
Tacc1,Ccdc175,N6amt1,Gli2,Plk1s1,,
Tada3,Ccdc28a,Naca,Gli3,Plxna1,,
Taf7,Ccdc3,Napg,Glipr1,Pmp22,,
Tars2,Ccdc41,Nat10,Glis1,Poc1b,,
Tatdn3,Ccdc43,Ncam1,Glrp1,Pofut2,,
Tatdn3,Ccdc50,Ncapd3,Glt28d2,Polg,,
Tbpl1,Ccdc53,Nceh1,Gltp,Polm,,
Tcf25,Ccdc54,Nck1,Gm10451,Polr2a,,
Tcf3,Ccdc58,Ncln,Gm10638,Pomc,,
Tdgf1,Ccdc59,Ncor2,Gm10639,Pou2f1,,
Tfb2m,Ccdc6,Ndfip2,Gm10941,Ppm1e,,
Tfip11,Ccdc60,Ndufa13,Gm11202,Ppm1l,,
Tfpt,Ccdc68,Ndufa6,Gm11468,Ppp1r15b,,
Tgif2,Ccdc69,Ndufa9,Gm11529,Ppp1r9a,,
Thap7,Ccdc81,Ndufaf1,Gm12034,Ppp1r9b,,
Them4,Ccdc86,Ndufb2,Gm12216,Ppp2r1a,,
Thumpd3,Cckar,Ndufb3,Gm12603,Ppp2r2a,,
Tigd2,Ccl17,Ndufs2,Gm12824,Ppp2r4,,
Timp4,Ccl25,Ndufs3,Gm13003,Prickle1,,
Tjp2,Ccna1,Ndufs7,Gm13011,Prickle2,,
Tk1,Ccnb2,Ndufv1,Gm13807,Prkab1,,
Tk2,Ccnc,Neil1,Gm14005,Prkag2,,
Tln1,Ccnd1,Nfix,Gm1631,Prkce,,
Tmem179b,Ccnd3,Nfkbil1,Gm16432,Prkd1,,
Tmem184c,Ccne1,Nfx1,Gm16880,Psat1,,
Tmem198b,Ccne2,Nip7,Gm16998,Psen1,,
Tmem220,Ccnh,Nkiras1,Gm19276,Psma6,,
Tmem223,Ccnj,Nme1,Gm1968,Psmd12,,
Tmem248,Ccnl1,Nmnat1,Gm20125,Psmd7,,
Tmem30a,Ccr7,Nmt1,Gm2115,Pstpip1,,
Tmem41b,Ccrl1,Noc3l,Gm239,Ptges,,
Tmem59l,Ccs,Nol6,Gm2447,Ptgs1,,
Tmem9b,Ccser1,Nol8,Gm266,Ptk2,,
Tnfaip3,Cct4,Nolc1,Gm2694,Ptma,,
Tpcn2,Cct7,Nop10,Gm3776,Ptp4a2,,
Tpr,Cct8,Nop2,Gm5069,Ptpn12,,
Trappc1,Cct8l1,Nosip,Gm5082,Ptpn13,,
Trappc9,Cd180,Nr1d2,Gm5084,Ptpn22,,
Trh,Cd1d2,Nrd1,Gm5105,Ptpn3,,
Trim25,Cd2,Nsa2,Gm5122,Ptprg,,
Trim35,Cd209d,Nsl1,Gm5148,Ptprn2,,
Trim36,Cd209e,Nsmce1,Gm5431,Ptrf,,
Trim44,Cd209g,Nsun5,Gm5506,Pvrl1,,
Trim44,Cd247,Nt5dc1,Gm5567,Pvrl3,,
Trim68,Cd28,Nubp1,Gm5860,Rab17,,
Trim71,Cd320,Nucb1,Gm597,Rab20,,
Trip12,Cd38,Nudcd1,Gm6260,Rab4a,,
Trmt112,Cd40,Nudcd3,Gm6498,Rac2,,
Trmt2a,Cd44,Nudt5,Gm6936,Rap1gap2,,
Trmt61a,Cd47,Nudt6,Gm8883,Rasa2,,
Trp53rk,Cd59a,Nuf2,Gm9897,Rassf2,,
Trpt1,Cd74,Nufip1,Gna12,Rbfox1,,
